Year,Distance,Engine_capacity(cm3),km_year
2013,191000,2200,21222
2006,220000,1998,13750
2013,252271,1600,28030
2011,160000,1500,14545
2011,276000,1800,25090
2015,84000,1600,12000
2009,69958,3000,5381
2009,196000,1400,15076
2006,156000,1900,9750
1995,340000,2200,12592
2011,141000,1400,12818
2013,205000,1597,22777
2014,119000,1500,14875
2012,192000,1300,19200
2017,49000,1461,9800
1996,55555,1800,2136
2014,114500,1390,14312
2012,240000,2200,24000
2014,50000,2000,6250
2011,182500,1200,16590
2008,260000,1599,18571
1996,200000,1500,7692
2002,250000,1900,12500
2012,120000,1500,12000
2005,91000,1400,5352
2018,19000,1000,4750
2000,256700,1600,11668
1992,129867,1800,4328
2006,232000,2000,14500
2014,149000,1500,18625
2016,120000,1600,20000
2008,123000,2000,8785
2011,230000,1500,20909
2011,160000,1600,14545
2015,207000,1500,29571
2012,200000,1600,20000
2012,205338,1796,20533
1995,351234,2200,13008
2016,154202,1500,25700
2019,21400,3000,7133
2007,257000,2200,17133
2020,15597,1968,7798
2011,132000,2000,12000
2016,75000,2694,12500
2009,292800,1400,22523
2011,213548,2000,19413
2013,150000,2000,16666
2013,98000,1396,10888
2013,155000,2000,17222
1988,255555,2500,7516
2005,123600,1300,7270
2003,123500,2000,6500
1993,420798,2500,14510
2003,282000,1500,14842
1993,339829,1600,11718
2012,187000,1400,18700
2014,140000,2143,17500
2005,154000,1400,9058
1993,230000,1300,7931
2016,201450,2000,33575
2010,200000,2000,16666
2007,186000,2700,12400
2001,273217,2500,13010
2000,11111,1900,505
2012,249858,1500,24985
2015,12256,1400,1750
2001,266000,2200,12666
2015,112300,1400,16042
2015,135070,3000,19295
2011,125245,1400,11385
2018,167000,1500,41750
2007,220000,2390,14666
2002,298000,2000,14900
1989,75000,1500,2272
2016,179000,2200,29833
2010,367000,2200,30583
2007,159000,2000,10600
2010,220000,1896,18333
2007,186000,2700,12400
2006,162000,1600,10125
2000,330000,1900,15000
2011,250000,2000,22727
2017,174920,1500,34984
2012,113100,1461,11310
2009,274000,2000,21076
1999,275000,2400,11956
1989,20000,1800,606
2018,33000,1800,8250
2008,117000,1400,8357
2005,179000,2500,10529
2001,191000,1200,9095
2014,170000,1400,21250
2020,2030,1600,1015
2004,245000,2200,13611
2017,118000,2000,23600
2008,226254,1300,16161
2010,99000,1500,8250
2009,270000,2000,20769
2013,125000,1789,13888
2006,220000,1400,13750
2009,200000,2000,15384
1993,360000,1600,12413
2013,170000,2143,18888
2006,220000,1600,13750
2006,235619,2000,14726
2003,300000,1600,15789
2009,255000,1500,19615
2017,93000,1400,18600
2009,191000,1400,14692
2008,230000,2400,16428
2006,11111,1500,694
2014,171000,1500,21375
2014,58298,1800,7287
2016,80000,1600,13333
2013,86000,3000,9555
2014,190000,1500,23750
1992,300000,1500,10000
2014,200000,1500,25000
1991,280000,2600,9032
2017,227000,1600,45400
2003,287747,3000,15144
2012,135881,1200,13588
2016,187000,1500,31166
2006,280000,4500,17500
2011,165000,1800,15000
2012,156000,2000,15600
2007,158000,2000,10533
1992,250000,2000,8333
2016,177000,2000,29500
2013,169000,2400,18777
2017,67000,1998,13400
2012,198000,1300,19800
2015,40000,2200,5714
2015,60000,2000,8571
2007,195000,2300,13000
2018,169000,2000,42250
2013,200000,2400,22222
2001,280000,1800,13333
2002,187000,1700,9350
2015,169777,2000,24253
2015,200000,1400,28571
2001,278000,2000,13238
2019,5600,5000,1866
2003,111111,1600,5847
1994,375000,1600,13392
2010,223500,1400,18625
2003,220000,1800,11578
2008,196186,1400,14013
2004,270000,1500,15000
2009,268000,2200,20615
2016,148000,1685,24666
1992,300000,1800,10000
1992,235480,2500,7849
2010,190000,1200,15833
2013,120000,2000,13333
2010,240000,1800,20000
2003,357000,2500,18789
2011,72000,1400,6545
1993,253852,1800,8753
2016,88000,1500,14666
2010,204000,1400,17000
2008,301865,3000,21561
2008,222222,1400,15873
2011,151000,1400,13727
2001,281700,1999,13414
2002,11111,3200,555
2013,157100,1200,17455
2006,146000,1100,9125
2009,186200,1800,14323
2013,208000,2400,23111
2011,113000,1800,10272
2009,248000,3000,19076
2018,176000,1500,44000
2009,200501,1400,15423
2008,193000,3000,13785
2006,219857,1400,13741
2008,240000,1300,17142
2007,200000,1400,13333
2009,200000,2000,15384
1994,340000,1800,12142
2007,230000,1500,15333
2015,160000,1798,22857
2010,258929,2000,21577
2019,42000,1460,14000
1994,300000,1300,10714
2003,230000,1400,12105
2010,235000,3000,19583
2015,145000,1400,20714
1996,380000,1600,14615
2001,174000,1600,8285
2000,320000,3100,14545
1993,400000,1800,13793
2011,150405,1500,13673
2011,170000,1500,15454
1986,111111,1600,3086
2012,220000,1396,22000
2009,185546,1900,14272
2016,50000,1950,8333
1998,300000,1800,12500
2019,4000,1460,1333
2010,110000,1400,9166
2008,13452,1800,960
2007,240000,1900,16000
2008,250000,1800,17857
2010,180000,1500,15000
2016,167085,1600,27847
2003,270000,1900,14210
1988,12356,1800,363
2003,248000,1400,13052
2002,388000,3000,19400
2002,250000,2500,12500
2013,187000,1400,20777
2016,58000,3000,9666
2004,123456,2700,6858
2007,215000,1800,14333
2012,157000,1400,15700
2016,140000,1500,23333
2013,128000,2000,14222
2013,284000,4134,31555
2000,123456,1900,5611
2012,240361,2200,24036
1998,281646,1900,11735
2016,62500,650,10416
2014,153000,1800,19125
2009,200000,1800,15384
2005,220500,1400,12970
2017,99800,1798,19960
2004,380000,1800,21111
1993,123566,2000,4260
2007,234400,2188,15626
2016,73000,1329,12166
2019,7500,1500,2500
2011,106823,2000,9711
2014,185000,2200,23125
2009,220534,1800,16964
2010,219000,1400,18250
1995,377000,1998,13962
2014,103000,1998,12875
2016,93000,3000,15500
2012,86000,1500,8600
2003,235422,1900,12390
2016,192000,1600,32000
2018,26000,2200,6500
2016,112029,1400,18671
2012,195000,1400,19500
2014,110000,1500,13750
2007,89560,1100,5970
2012,222222,2143,22222
2009,147000,1200,11307
2002,26000,1900,1300
2007,189000,1600,12600
2005,98000,1000,5764
1995,300000,2000,11111
2013,181000,1600,20111
2015,170000,1500,24285
2013,190000,1995,21111
2020,8091,2000,4045
2009,169000,2143,13000
2008,235013,1600,16786
1993,123456,1998,4257
2016,160000,1489,26666
2018,25074,1996,6268
2006,190000,1400,11875
2003,256522,1596,13501
2014,168000,1200,21000
2014,186000,1461,23250
2009,180000,1400,13846
2006,380000,2000,23750
2013,15000,2000,1666
2012,140000,1400,14000
2013,96000,1200,10666
2001,146000,1800,6952
2011,218000,1396,19818
2004,321559,1800,17864
1994,123456,1800,4409
2010,175675,1600,14639
2013,120000,1500,13333
2014,185000,2500,23125
2007,160000,1500,10666
2008,285000,3000,20357
2016,134323,2500,22387
2015,114307,1400,16329
2012,84000,2998,8400
2006,160000,3000,10000
2011,179000,1600,16272
2014,290000,2000,36250
2013,129000,1800,14333
2008,230000,2000,16428
2007,291500,1368,19433
2013,190000,1400,21111
2005,178000,999,10470
2010,240000,1500,20000
2007,155000,1500,10333
2011,173000,1500,15727
2006,144000,1600,9000
2010,175000,1400,14583
2008,220000,1800,15714
2012,150000,1600,15000
2008,200000,1400,14285
2017,149000,1500,29800
2012,174000,1500,17400
1996,300000,1200,11538
2015,90772,2000,12967
2012,118000,1400,11800
2011,230000,1600,20909
2016,132370,2199,22061
2014,108000,1989,13500
2007,220000,2000,14666
2012,190000,1400,19000
1999,343256,2200,14924
1995,888888,1600,32921
2012,120000,1400,12000
1994,353000,2700,12607
2017,158700,1500,31740
2013,217500,1500,24166
2018,33000,1800,8250
2011,200000,1300,18181
2011,196236,2000,17839
2012,180000,1200,18000
2007,222451,1600,14830
2013,196000,1200,21777
2013,140000,2000,15555
2005,259000,1500,15235
2013,196500,1984,21833
2006,284485,2900,17780
2006,161000,1400,10062
2013,185000,1461,20555
2001,200000,1598,9523
2011,212659,1400,19332
2015,143000,1500,20428
2004,199000,2000,11055
2013,128000,3456,14222
2008,185000,1400,13214
2009,251113,1600,19316
2017,92000,4100,18400
2007,55000,2400,3666
2014,187801,1400,23475
2001,275142,1400,13102
2004,250000,2000,13888
1999,210000,3200,9130
2015,146000,1798,20857
2008,190000,1400,13571
2019,35898,1999,11966
1999,315000,2495,13695
2004,320000,1900,17777
2016,124000,1500,20666
2015,70000,2500,10000
2011,144892,1800,13172
2012,226950,3489,22695
2012,89000,1400,8900
2019,43000,1460,14333
2004,330120,2200,18340
2018,84000,3000,21000
1998,146500,1988,6104
2011,197452,1400,17950
2012,198839,2000,19883
2015,180000,1969,25714
2015,34598,898,4942
1994,200000,1400,7142
2006,220000,1248,13750
2017,37000,1600,7400
2012,177000,1600,17700
2003,290000,800,15263
2002,2600,2200,130
1993,260000,1300,8965
2012,225000,1499,22500
2006,290130,3000,18133
2014,200000,2500,25000
2004,280654,2200,15591
2003,220000,1598,11578
2012,75000,1229,7500
2014,190000,3200,23750
2014,183000,1400,22875
2011,214649,1200,19513
2016,100000,890,16666
1994,284000,1800,10142
2004,234000,2000,13000
1999,45000,1800,1956
1993,242761,1800,8371
2004,230000,1200,12777
2002,195000,1998,9750
2008,300000,3000,21428
2007,240000,2000,16000
2007,123456,2000,8230
2015,93000,1200,13285
2009,205000,1500,15769
2007,170000,3200,11333
2019,31000,2000,10333
1996,350000,2000,13461
2003,270000,1800,14210
2011,160000,1199,14545
2008,213322,1400,15237
2011,259000,1500,23545
2008,178000,1600,12714
2008,181000,1461,12928
2008,123000,1400,8785
2014,185000,2000,23125
2002,255000,2000,12750
2008,350567,1998,25040
2012,134213,1598,13421
2018,38000,4500,9500
2018,111000,2199,27750
2013,190388,1500,21154
2016,65000,3000,10833
2015,200000,1500,28571
1999,111111,1900,4830
2009,184000,1500,14153
2002,610500,2200,30525
2010,155555,1400,12962
2009,123000,2000,9461
2016,111800,1500,18633
2004,270000,3000,15000
2016,144950,1200,24158
2014,118000,3000,14750
2018,12500,1995,3125
2018,133144,2000,33286
2009,1326,3000,102
2016,55000,5000,9166
2008,200000,1900,14285
2015,93666,2200,13380
2017,80000,1400,16000
1996,262441,1400,10093
2006,250000,2200,15625
2005,304000,3000,17882
2012,285000,1600,28500
1999,150000,4600,6521
2010,190000,1300,15833
2015,80000,1396,11428
2001,300000,2000,14285
2002,284000,2200,14200
1992,247000,1900,8233
2014,136000,3000,17000
2013,240094,2149,26677
2003,340000,2500,17894
2006,280000,2000,17500
2014,180000,1200,22500
1998,298800,1400,12450
1993,530000,1998,18275
1992,187000,1300,6233
2014,37000,1600,4625
2015,65500,3000,9357
2000,123456,2500,5611
2011,259000,1200,23545
1998,247000,1799,10291
2012,177000,1500,17700
2004,18858,1600,1047
2011,190000,1200,17272
2015,165000,2000,23571
2016,60000,900,10000
1999,250000,2000,10869
2006,220000,1086,13750
1996,178000,1600,6846
2004,300000,2000,16666
1993,306000,1400,10551
2007,256912,1300,17127
2014,172410,2000,21551
2016,113000,1600,18833
2018,33000,1800,8250
2015,220000,1500,31428
2011,170000,1498,15454
2017,130000,1500,26000
2012,180000,1800,18000
2011,120000,1480,10909
2018,27000,1500,6750
2007,207000,3000,13800
1989,50000,2800,1515
2013,182000,1400,20222
2012,154200,1200,15420
2010,220100,1500,18341
2004,206000,1800,11444
2011,72000,1400,6545
2012,91000,1800,9100
2017,180000,1500,36000
2000,270000,2000,12272
1988,474042,3000,13942
2018,33000,1600,8250
2003,108171,3000,5693
2006,185000,2000,11562
2018,90000,1400,22500
2009,201000,1399,15461
2004,189000,2000,10500
2007,102000,1299,6800
2013,200000,1600,22222
2014,145000,1500,18125
2001,185000,2000,8809
2005,258000,1900,15176
2014,162000,1500,20250
2006,206838,1400,12927
2018,77000,1998,19250
2018,51000,1400,12750
1993,280000,1600,9655
1995,312000,2000,11555
2016,16000,2000,2666
2008,281000,1500,20071
2014,100000,1600,12500
2017,92500,1400,18500
2019,16300,1999,5433
2019,25000,2000,8333
2000,233300,2500,10604
2011,170000,1400,15454
2008,200000,1500,14285
2009,27300,1900,2100
2020,30000,1600,15000
2002,273000,1800,13650
2005,300000,1500,17647
2008,287161,4461,20511
2003,224558,2200,11818
2009,170000,3600,13076
2017,65000,2000,13000
2017,61827,647,12365
2003,241854,1900,12729
2018,33000,1800,8250
2011,195600,2979,17781
2009,260000,1600,20000
1991,340000,1800,10967
2008,230000,1400,16428
2006,195000,1800,12187
2008,160000,3700,11428
1995,260000,1870,9629
2010,220000,1461,18333
2014,130000,2400,16250
2003,270000,1596,14210
2005,187000,2000,11000
2012,115700,1400,11570
2006,290876,2000,18179
2008,452855,1600,32346
2010,125000,1600,10416
1995,385000,1800,14259
2000,111111,2000,5050
2011,185000,3000,16818
2005,250000,2000,14705
2008,194000,1500,13857
2015,205000,1499,29285
2017,152325,1500,30465
2015,115937,2500,16562
2012,167000,1500,16700
2017,157600,1500,31520
2013,200700,1800,22300
2017,35000,1400,7000
2020,44000,2199,22000
2010,210000,1500,17500
2008,145000,2000,10357
1999,300000,2000,13043
2014,183400,2000,22925
2008,350537,1998,25038
2017,145000,2000,29000
2017,138500,2000,27700
2009,197000,1500,15153
2014,269591,2000,33698
2011,161000,1400,14636
2014,54000,1400,6750
2018,45000,1500,11250
2015,190000,3000,27142
2007,170000,1400,11333
1996,461000,1300,17730
2017,77000,4200,15400
2007,254548,2000,16969
2018,33000,1800,8250
2013,185000,3000,20555
2003,168000,2200,8842
2016,72000,1969,12000
2011,270000,2200,24545
2013,173131,2200,19236
2007,170000,2400,11333
1996,32000,2000,1230
2005,167000,1800,9823
2010,144000,1500,12000
2016,54000,2000,9000
2017,87580,2000,17516
2017,83000,2442,16600
2008,256854,3200,18346
1989,61000,2400,1848
2006,234000,1400,14625
2012,200000,1200,20000
2005,240000,1400,14117
2009,250000,2000,19230
2009,214567,1400,16505
2006,220000,3000,13750
2017,145000,2000,29000
2004,160000,1600,8888
2016,161000,2000,26833
2015,130000,2000,18571
2011,400000,1200,36363
2002,495900,2000,24795
2018,66000,2198,16500
1992,340000,2000,11333
2004,230000,2700,12777
2007,308000,1500,20533
2008,130000,2300,9285
2001,260560,1400,12407
2018,33000,1800,8250
2011,180000,2400,16363
2004,286000,2500,15888
2003,280000,2700,14736
2014,133474,1800,16684
1991,45000,1300,1451
2001,95521,1400,4548
2009,169000,1400,13000
2011,180000,1500,16363
1999,300000,1900,13043
2009,116000,1600,8923
2001,260000,2200,12380
2015,70000,1400,10000
2008,135000,2000,9642
2007,92560,4000,6170
2018,33000,1800,8250
2012,156000,2000,15600
1996,373000,2799,14346
2001,380100,1598,18100
2007,250000,1400,16666
2011,200000,1798,18181
2004,258320,2000,14351
2010,111000,1400,9250
2016,185686,1500,30947
2007,190000,1600,12666
2004,338461,2200,18803
2012,160000,1199,16000
2016,115000,1800,19166
2017,132000,2199,26400
2010,183000,1500,15250
2003,12345,2000,649
2013,13000,2000,1444
2011,166600,1496,15145
2012,48000,2000,4800
2014,183000,1600,22875
2012,70000,1400,7000
2013,120000,1500,13333
1991,123456,1700,3982
2009,169500,1398,13038
2000,295180,2158,13417
2015,25000,2000,3571
2011,178300,1390,16209
2007,220000,2200,14666
2017,125000,1685,25000
2007,144212,1400,9614
2018,18500,2143,4625
2012,211000,1700,21100
2008,235000,2200,16785
2008,112000,2000,8000
1994,234656,1800,8380
2009,142000,2000,10923
2010,164768,1200,13730
2014,173838,1800,21729
2005,260458,1400,15321
2014,155000,1500,19375
2013,190000,2000,21111
2008,280000,3000,20000
2005,156000,2500,9176
2008,190000,2400,13571
2005,218000,3000,12823
2012,100000,2300,10000
2017,65000,2993,13000
2011,136000,2000,12363
2011,12345,1400,1122
2015,166000,1685,23714
2010,158000,1984,13166
2009,1800,1500,138
2006,306000,2000,19125
2015,205000,1800,29285
2011,138000,1500,12545
2014,158888,1500,19861
2004,255000,2200,14166
2012,233000,1800,23300
2011,182431,1596,16584
2005,195000,2000,11470
2015,40000,3000,5714
2006,220103,1400,13756
2015,200000,1400,28571
2013,202000,1800,22444
2012,180000,1600,18000
2016,164600,1800,27433
2006,298000,1500,18625
2014,169500,1500,21187
2015,245426,2000,35060
2004,310000,2500,17222
1996,2750,1300,105
2020,6700,1993,3350
2007,278000,2000,18533
1996,300000,2000,11538
2013,142262,1400,15806
2012,182000,1998,18200
2012,122600,2000,12260
2012,68000,1200,6800
2011,79350,1800,7213
2009,166000,1500,12769
2020,11300,2000,5650
2017,171000,999,34200
2015,10000,2000,1428
2011,170200,1200,15472
2017,52000,1800,10400
2005,238000,1400,14000
2015,185480,1461,26497
2012,187000,1500,18700
2015,193000,2000,27571
2010,300000,1500,25000
2018,114000,1500,28500
2016,126000,2143,21000
2016,173000,1600,28833
2011,155000,1600,14090
2017,162000,1600,32400
2008,190000,2500,13571
2016,130550,2200,21758
2017,88600,1500,17720
2006,243000,2200,15187
2013,69000,1600,7666
2017,23900,2000,4780
1993,300050,1800,10346
2005,311000,1600,18294
2003,350000,2500,18421
2012,70000,1800,7000
2011,77147,1798,7013
2012,186408,1600,18640
2017,105000,2000,21000
2011,45321,1900,4120
2011,192000,2000,17454
2015,207000,2000,29571
2012,28000,1400,2800
2003,200000,2000,10526
2007,146000,3000,9733
2001,450000,2200,21428
2005,250000,2500,14705
2017,110000,2000,22000
2015,148300,1500,21185
1996,400000,2200,15384
2005,108000,1400,6352
2015,245000,2143,35000
2005,320000,1400,18823
2016,165000,1800,27500
2015,200000,1400,28571
2004,11111,1100,617
2000,265000,2500,12045
2016,182000,1500,30333
2014,116399,1197,14549
2017,223483,1500,44696
2002,500000,2500,25000
2013,151658,2400,16850
2001,286000,2494,13619
1992,28000,1720,933
2015,150000,1995,21428
2018,157000,1600,39250
2006,135000,2400,8437
2013,82000,2000,9111
2016,156000,1500,26000
1992,247000,2000,8233
2004,123698,1300,6872
2017,176000,2000,35200
2011,200000,2000,18181
2012,130000,1800,13000
2010,190000,2000,15833
2006,220000,3000,13750
2002,245000,2000,12250
2001,239000,1400,11380
2008,29000,1600,2071
2012,49000,2000,4900
2016,140000,1500,23333
2012,180000,1600,18000
1992,450000,2000,15000
2011,188000,1300,17090
2011,196186,2000,17835
2012,15000,2000,1500
2011,167139,2200,15194
2013,152328,1400,16925
2007,220000,1200,14666
2019,45000,1460,15000
2013,182000,2200,20222
2011,220000,1500,20000
2012,149000,2000,14900
2000,360000,2500,16363
2017,146000,1600,29200
2003,300652,3000,15823
2007,255000,1580,17000
2000,200000,2000,9090
2012,210000,1500,21000
2018,25500,2000,6375
2016,115000,1800,19166
2008,182000,1400,13000
2018,20058,1500,5014
2010,190480,2198,15873
2011,164000,1600,14909
1983,123854,1500,3175
2006,277000,1400,17312
2006,248600,2500,15537
2010,264000,2000,22000
2009,200000,1997,15384
1997,420000,1984,16800
2008,280000,2200,20000
2014,130000,1600,16250
2016,74000,3500,12333
2012,23000,1000,2300
2013,151000,1968,16777
2008,163848,1600,11703
2014,160000,2200,20000
2009,123000,2500,9461
2018,85000,3000,21250
2005,145000,1700,8529
2012,190000,2000,19000
2012,134900,3000,13490
2010,123000,1400,10250
2005,123456,1500,7262
2012,154000,1400,15400
2013,186000,1800,20666
2013,189000,1800,21000
2009,91000,1400,7000
2009,149424,1400,11494
2004,397000,2700,22055
2013,181222,2200,20135
2011,186000,1200,16909
2018,21000,1500,5250
2004,188000,1995,10444
2004,62000,1800,3444
2011,110000,1200,10000
2006,127300,2800,7956
1992,234786,2300,7826
2007,190008,1600,12667
2016,167315,2500,27885
2017,107970,2000,21594
2013,228000,1800,25333
2006,223000,1400,13937
2005,30000,2000,1764
2015,247000,1500,35285
2017,21000,1498,4200
2012,132000,1400,13200
2015,187000,3000,26714
2017,40000,2500,8000
1992,3000,1300,100
2001,123158,1800,5864
2013,137000,2500,15222
2006,203522,2000,12720
2012,111111,1400,11111
2006,200000,1400,12500
