Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,mileage,Engine_class
Audi,A4,2003,Sedan,445000,1989,Diesel,Manual,3200,19,23421,high,Mid-capacity
Opel,Zafira,2002,Minivan,275197,1800,Petrol,Manual,3300,20,13759,medium,Mid-capacity
Skoda,Octavia,2008,Universal,268800,1898,Diesel,Manual,6600,14,19200,high,Mid-capacity
Renault,Kadjar,2018,Crossover,167000,1500,Diesel,Automatic,13200,4,41750,high,Low-capacity
Lexus,Es Series,2013,Sedan,180000,2500,Hybrid,Automatic,16850,9,20000,high,Mid-capacity
Chevrolet,Captiva,2006,SUV,200000,2400,Petrol,Automatic,7199,16,12500,medium,Mid-capacity
Opel,Zafira,2012,Minivan,229000,1600,Metan/Propan,Manual,7700,10,22900,high,Low-capacity
BMW,5 Series,1995,Sedan,336000,2000,Petrol,Manual,2800,27,12444,medium,Mid-capacity
Mercedes,Vito,2019,Minivan,100100,2200,Diesel,Automatic,23199,3,33366,high,Mid-capacity
Renault,Grand Scenic,2009,Minivan,270000,1500,Diesel,Manual,3500,13,20769,high,Low-capacity
BMW,5 Series,2008,Sedan,320000,2000,Diesel,Automatic,9700,14,22857,high,Mid-capacity
Subaru,Trezia,2011,Hatchback,94000,1300,Petrol,Manual,6000,11,8545,low,Low-capacity
Lexus,IS Series,2007,Sedan,160000,2499,Petrol,Automatic,6600,15,10666,medium,Mid-capacity
Toyota,Avensis,2009,Universal,19754,2000,Diesel,Manual,8850,13,1519,low,Mid-capacity
Mercedes,AMG GT,2017,Crossover,17500,2000,Petrol,Automatic,31830,5,3500,low,Mid-capacity
Skoda,Superb,2010,Sedan,227201,1798,Petrol,Automatic,8350,12,18933,medium,Low-capacity
Toyota,Corolla,2006,Hatchback,194500,1400,Diesel,Manual,5850,16,12156,medium,Low-capacity
BMW,5 Series,2006,Sedan,200000,2500,Metan/Propan,Automatic,8250,16,12500,medium,Mid-capacity
Volkswagen,Passat,2010,Universal,200000,1400,Metan/Propan,Automatic,6222,12,16666,medium,Low-capacity
Volvo,XC90,2013,SUV,180000,2400,Diesel,Automatic,18800,9,20000,high,Mid-capacity
Mazda,2,2006,Hatchback,230000,1400,Petrol,Manual,3155,16,14375,medium,Low-capacity
Renault,Megane,2016,Universal,160000,1500,Diesel,Manual,7400,6,26666,high,Low-capacity
Dacia,Sandero Stepway,2012,SUV,160000,1600,Petrol,Manual,4999,10,16000,medium,Low-capacity
Volvo,XC90,2013,SUV,180000,2400,Diesel,Automatic,18599,9,20000,high,Mid-capacity
Dacia,Duster,2014,SUV,117000,1500,Diesel,Manual,9000,8,14625,medium,Low-capacity
BMW,5 Series,2005,Sedan,280123,2500,Diesel,Automatic,9300,17,16477,medium,Mid-capacity
Dacia,Lodgy,2013,Minivan,69246,1200,Petrol,Manual,5900,9,7694,low,Low-capacity
Renault,Scenic,2007,Minivan,230000,1500,Diesel,Manual,3999,15,15333,medium,Low-capacity
Mercedes,B Class,2012,Hatchback,124540,1799,Diesel,Manual,9000,10,12454,medium,Low-capacity
Toyota,Avensis,2000,Sedan,198800,1800,Petrol,Manual,3000,22,9036,low,Mid-capacity
Ford,Fusion,2013,Sedan,151000,2000,Hybrid,Automatic,10499,9,16777,medium,Mid-capacity
BMW,X1,2010,Universal,130000,2000,Diesel,Automatic,11700,12,10833,medium,Mid-capacity
Mercedes,CLS Class,2012,Universal,214000,2200,Diesel,Automatic,22222,10,21400,high,Mid-capacity
Toyota,Corolla,2006,Hatchback,243000,1400,Diesel,Manual,5399,16,15187,medium,Low-capacity
Nissan,Juke,2015,Coupe,60000,1600,Petrol,Automatic,12500,7,8571,low,Low-capacity
Volvo,V50,2006,Universal,190000,2000,Diesel,Manual,6699,16,11875,medium,Mid-capacity
Toyota,C-HR,2017,Crossover,51580,1800,Hybrid,Automatic,18580,5,10316,medium,Mid-capacity
Opel,Astra,2012,Universal,200000,1300,Diesel,Manual,6000,10,20000,high,Low-capacity
Chevrolet,Epica,2006,Sedan,232000,2000,Metan/Propan,Manual,3600,16,14500,medium,Mid-capacity
Skoda,Octavia,2009,Universal,198050,1400,Petrol,Manual,5999,13,15234,medium,Low-capacity
KIA,Rio,2001,Universal,300000,1343,Petrol,Manual,1750,21,14285,medium,Low-capacity
Mercedes,Vito,2016,Minivan,267000,2200,Diesel,Automatic,19950,6,44500,high,Mid-capacity
Opel,Antara,2009,SUV,158747,2000,Diesel,Manual,6500,13,12211,medium,Mid-capacity
Audi,A4,2013,Sedan,188000,2000,Petrol,Automatic,10900,9,20888,high,Mid-capacity
Suzuki,Vitara,2016,Crossover,38000,1400,Petrol,Automatic,12900,6,6333,low,Low-capacity
Ford,Focus,2015,Universal,189300,1500,Diesel,Manual,8350,7,27042,high,Low-capacity
Ford,Focus,2007,Universal,200000,1561,Diesel,Manual,2400,15,13333,medium,Low-capacity
Mitsubishi,Outlander,2008,SUV,160000,2000,Diesel,Manual,3700,14,11428,medium,Mid-capacity
BMW,X5,2006,SUV,250000,3000,Petrol,Automatic,6999,16,15625,medium,Mid-capacity
Peugeot,308,2016,Hatchback,75000,1600,Petrol,Automatic,11500,6,12500,medium,Low-capacity
Toyota,Prius,2015,Hatchback,156000,1800,Hybrid,Automatic,8700,7,22285,high,Mid-capacity
Chrysler,Voyager,2003,Minivan,340000,2500,Diesel,Manual,1200,19,17894,medium,Mid-capacity
Peugeot,308,2016,Hatchback,75000,1600,Petrol,Automatic,11500,6,12500,medium,Low-capacity
Toyota,Prius,2015,Hatchback,156000,1800,Hybrid,Automatic,8700,7,22285,high,Mid-capacity
Chrysler,Voyager,2003,Minivan,340000,2500,Diesel,Manual,1200,19,17894,medium,Mid-capacity
Skoda,Fabia,2006,Hatchback,235000,1200,Petrol,Manual,2800,16,14687,medium,Low-capacity
Volkswagen,Passat,2011,Sedan,125000,1400,Petrol,Manual,8700,11,11363,medium,Low-capacity
Audi,Q5,2013,SUV,130000,1999,Petrol,Automatic,13990,9,14444,medium,Mid-capacity
Audi,A7,2011,Hatchback,228000,2800,Petrol,Automatic,21000,11,20727,high,Mid-capacity
Renault,Megane,2010,Universal,180000,1500,Diesel,Manual,5500,12,15000,medium,Low-capacity
Lexus,Es Series,2008,Sedan,180000,3456,Petrol,Automatic,11850,14,12857,medium,Mid-capacity
BMW,5 Series,2017,Sedan,90034,2000,Diesel,Automatic,33900,5,18006,medium,Mid-capacity
Volkswagen,Passat,1989,Universal,327479,1600,Petrol,Manual,1700,33,9923,low,Low-capacity
Suzuki,Vitara,2016,Crossover,36359,1600,Petrol,Automatic,14650,6,6059,low,Low-capacity
Mitsubishi,Pajero Sport,2012,Crossover,232366,2500,Diesel,Automatic,15499,10,23236,high,Mid-capacity
Mercedes,E Class,2011,Sedan,177863,1796,Metan/Propan,Automatic,10999,11,16169,medium,Low-capacity
Audi,A6,2015,Sedan,105983,1968,Diesel,Automatic,23499,7,15140,medium,Mid-capacity
Renault,Talisman,2017,Universal,184593,1500,Diesel,Automatic,14999,5,36918,high,Low-capacity
Dacia,Logan,2007,Universal,243199,1598,Metan/Propan,Manual,3999,15,16213,medium,Low-capacity
Renault,Fluence,2011,Sedan,185000,1500,Diesel,Manual,5699,11,16818,medium,Low-capacity
BMW,X3,2012,Crossover,88591,2000,Diesel,Automatic,19999,10,8859,low,Mid-capacity
KIA,Niro,2017,Crossover,10700,1600,Hybrid,Automatic,17499,5,2140,low,Low-capacity
Audi,A4,2012,Sedan,116000,2000,Petrol,Automatic,11200,10,11600,medium,Mid-capacity
Volkswagen,Golf,2010,Universal,172000,1400,Petrol,Automatic,7499,12,14333,medium,Low-capacity
Volkswagen,Caddy,2012,Universal,252000,1600,Diesel,Manual,6800,10,25200,high,Low-capacity
BMW,3 Series,2003,Sedan,298000,1800,Metan/Propan,Manual,4399,19,15684,medium,Mid-capacity
Toyota,Auris,2014,Hatchback,197000,1400,Diesel,Manual,8799,8,24625,high,Low-capacity
Toyota,Camry,2017,Sedan,57000,2500,Hybrid,Automatic,17999,5,11400,medium,Mid-capacity
Honda,Civic,2009,Sedan,174000,1300,Hybrid,Automatic,6300,13,13384,medium,Low-capacity
BMW,X3,2015,Crossover,140000,2000,Diesel,Automatic,26500,7,20000,high,Mid-capacity
Lexus,Es Series,2015,Sedan,144000,2500,Hybrid,Automatic,19500,7,20571,high,Mid-capacity
Dacia,Logan Mcv,2012,Universal,156000,1500,Diesel,Manual,6600,10,15600,medium,Low-capacity
BMW,X5,2004,Crossover,145340,3000,Diesel,Automatic,12999,18,8074,low,Mid-capacity
Volkswagen,Polo,1996,Hatchback,265000,1400,Petrol,Manual,2699,26,10192,low,Low-capacity
Ford,C-Max,2012,Universal,184000,2000,Hybrid,Automatic,10299,10,18400,medium,Mid-capacity
Mercedes,E Class,2008,Sedan,353200,1800,Metan/Propan,Automatic,7899,14,25228,high,Mid-capacity
Toyota,Auris,2015,Hatchback,178397,1800,Hybrid,Automatic,12499,7,25485,high,Mid-capacity
Ford,Fusion,2019,Sedan,95000,2000,Hybrid,Automatic,16900,3,31666,high,Mid-capacity
Opel,Combo,2011,Minivan,339329,1300,Diesel,Manual,3699,11,30848,high,Low-capacity
BMW,X1,2012,Crossover,194600,2000,Diesel,Automatic,16300,10,19460,high,Mid-capacity
KIA,Sportage,2011,Crossover,158934,2000,Metan/Propan,Automatic,10999,11,14448,medium,Mid-capacity
Honda,Insight,2010,Hatchback,222000,1300,Hybrid,Automatic,6000,12,18500,medium,Low-capacity
Renault,Scenic,2010,Universal,205000,1500,Diesel,Manual,6300,12,17083,medium,Low-capacity
BMW,X3,2016,Crossover,15000,2000,Petrol,Automatic,23300,6,2500,low,Mid-capacity
Toyota,Prius +,2014,Universal,151607,1800,Hybrid,Automatic,12400,8,18950,medium,Mid-capacity
Honda,CR-V,2012,Crossover,139000,2200,Diesel,Automatic,14999,10,13900,medium,Mid-capacity
Hyundai,Santa FE,2004,Crossover,246286,2000,Metan/Propan,Manual,5799,18,13682,medium,Mid-capacity
Skoda,Superb,2014,Sedan,257000,2000,Petrol,Automatic,12999,8,32125,high,Mid-capacity
Opel,Insignia,2011,Sedan,97000,1400,Petrol,Manual,7700,11,8818,low,Low-capacity
Seat,Ibiza,2012,Universal,210000,1200,Diesel,Manual,5200,10,21000,high,Low-capacity
Honda,Civic,2019,Sedan,6000,1498,Petrol,Manual,18500,3,2000,low,Low-capacity
Renault,Megane,2004,Universal,160000,1600,Petrol,Manual,3300,18,8888,low,Low-capacity
Nissan,X-Trail,2011,Crossover,196500,2000,Diesel,Automatic,16000,11,17863,medium,Mid-capacity
Volkswagen,Amarok,2010,Pickup,250000,2000,Diesel,Manual,14950,12,20833,high,Mid-capacity
Renault,Megane,2004,Hatchback,350000,1500,Diesel,Manual,2050,18,19444,high,Low-capacity
BMW,5 Series,2002,Sedan,293000,2500,Diesel,Automatic,6700,20,14650,medium,Mid-capacity
Volkswagen,Jetta,2015,Sedan,50000,1400,Petrol,Automatic,6700,7,7142,low,Low-capacity
Audi,A6,2016,Sedan,35300,2000,Diesel,Automatic,23500,6,5883,low,Mid-capacity
KIA,Rio,2011,Hatchback,169000,1200,Diesel,Manual,5300,11,15363,medium,Low-capacity
Nissan,Primera,1997,Sedan,270000,1600,Petrol,Manual,1700,25,10800,medium,Low-capacity
Toyota,Corolla,2007,Sedan,250000,1400,Diesel,Manual,6250,15,16666,medium,Low-capacity
Toyota,Corolla,2011,Sedan,154000,1400,Diesel,Manual,8200,11,14000,medium,Low-capacity
KIA,Sportage,2017,Crossover,135000,1600,Petrol,Automatic,18300,5,27000,high,Low-capacity
Toyota,Corolla,2015,Sedan,140000,1400,Diesel,Manual,9900,7,20000,high,Low-capacity
Toyota,Corolla,2016,Sedan,166000,1400,Diesel,Manual,9700,6,27666,high,Low-capacity
Mercedes,E Class,1994,Sedan,222222,2500,Diesel,Manual,4500,28,7936,low,Mid-capacity
Toyota,Corolla,2007,Sedan,250000,1400,Diesel,Manual,6250,15,16666,medium,Low-capacity
Toyota,Corolla,2011,Sedan,154000,1400,Diesel,Manual,8200,11,14000,medium,Low-capacity
KIA,Sportage,2017,Crossover,135000,1600,Petrol,Automatic,18300,5,27000,high,Low-capacity
Toyota,Corolla,2015,Sedan,140000,1400,Diesel,Manual,9900,7,20000,high,Low-capacity
Toyota,Corolla,2016,Sedan,166000,1400,Diesel,Manual,9700,6,27666,high,Low-capacity
Mercedes,E Class,1994,Sedan,222222,2500,Diesel,Manual,4500,28,7936,low,Mid-capacity
Toyota,Avensis,2003,Universal,430000,2000,Diesel,Manual,6000,19,22631,high,Mid-capacity
Ford,Fusion,2014,Hatchback,15423,1400,Diesel,Manual,10000,8,1927,low,Low-capacity
Opel,Astra,2008,Universal,125663,1300,Diesel,Manual,10000,14,8975,low,Low-capacity
Audi,A6,2012,Sedan,20000,2000,Petrol,Automatic,12000,10,2000,low,Mid-capacity
Skoda,Fabia,2009,Hatchback,220000,1200,Petrol,Manual,3100,13,16923,medium,Low-capacity
Volkswagen,Sharan,2015,Universal,20000,2000,Diesel,Manual,9000,7,2857,low,Mid-capacity
Volkswagen,Caravelle,1998,Minivan,310280,2500,Diesel,Manual,3700,24,12928,medium,Mid-capacity
Ford,F-150,2018,Pickup,29000,3490,Petrol,Automatic,59999,4,7250,low,Mid-capacity
Peugeot,Partner,2011,Combi,176100,1600,Diesel,Manual,4699,11,16009,medium,Low-capacity
Volkswagen,Sharan,2010,Minivan,23210,1968,Diesel,Manual,12299,12,1934,low,Mid-capacity
Vaz,2121niva,2006,Crossover,253300,1690,Metan/Propan,Manual,4999,16,15831,medium,Low-capacity
BMW,X5,2001,Crossover,465120,3000,Metan/Propan,Automatic,8499,21,22148,high,Mid-capacity
Mitsubishi,Space Star,2004,Microvan,200564,1600,Petrol,Manual,3100,18,11142,medium,Low-capacity
BMW,X5,2015,Crossover,160000,2000,Diesel,Automatic,28300,7,22857,high,Mid-capacity
Audi,Q3,2018,Crossover,18000,1999,Petrol,Automatic,18500,4,4500,low,Mid-capacity
Volkswagen,Altele,2009,Universal,45478,1522,Diesel,Manual,5000,13,3498,low,Low-capacity
Ford,Focus,2018,Hatchback,24000,999,Petrol,Manual,9999,4,6000,low,Microlitre
Volvo,S80,2000,Hatchback,145000,2000,Petrol,Automatic,4199,22,6590,low,Mid-capacity
Mercedes,C Class,2007,Sedan,250000,2000,Metan/Propan,Automatic,8200,15,16666,medium,Mid-capacity
Volkswagen,Passat,2016,Sedan,97500,1800,Petrol,Automatic,13200,6,16250,medium,Mid-capacity
Expensive_rare,Levante,2017,SUV,52000,3000,Petrol,Automatic,72500,5,10400,medium,Mid-capacity
Nissan,Qashqai,2017,SUV,144600,1600,Diesel,Automatic,16500,5,28920,high,Low-capacity
Lexus,Es Series,2013,Sedan,64000,2500,Petrol,Automatic,19000,9,7111,low,Mid-capacity
Mercedes,GLE Coupe,2016,Crossover,96000,4500,Petrol,Automatic,45000,6,16000,medium,Large-capacity
Volkswagen,Passat,2018,Sedan,51000,1400,Petrol,Automatic,20990,4,12750,medium,Low-capacity
Renault,Scenic,2014,Crossover,227100,1461,Diesel,Automatic,7200,8,28387,high,Low-capacity
Volkswagen,Passat,2006,Sedan,370000,1980,Diesel,Manual,5700,16,23125,high,Mid-capacity
Audi,A6,2017,Sedan,37500,2998,Petrol,Automatic,26500,5,7500,low,Mid-capacity
Toyota,Prius Prime,2018,Hatchback,47000,1800,Hybrid,Automatic,14600,4,11750,medium,Mid-capacity
Mercedes,C Class,2013,Sedan,72000,1800,Petrol,Automatic,12500,9,8000,low,Mid-capacity
BMW,X6,2015,Crossover,205000,3000,Diesel,Automatic,41999,7,29285,high,Mid-capacity
Volkswagen,Passat,2009,Sedan,226000,1800,Petrol,Manual,6350,13,17384,medium,Mid-capacity
Audi,A3 e-tron,2016,Universal,72000,1400,Plug-in Hybrid,Automatic,14900,6,12000,medium,Low-capacity
Ford,Mondeo,2015,Sedan,107000,1998,Diesel,Automatic,15300,7,15285,medium,Mid-capacity
Seat,Ibiza,2012,Hatchback,169000,1200,Diesel,Manual,4999,10,16900,medium,Low-capacity
Mazda,3,2006,Hatchback,140000,1600,Petrol,Automatic,4700,16,8750,low,Low-capacity
Mercedes,E Class,2013,Sedan,189000,2200,Diesel,Manual,16999,9,21000,high,Mid-capacity
Volvo,XC60,2013,Crossover,169000,2400,Diesel,Automatic,17900,9,18777,medium,Mid-capacity
Mercedes,E Class,2013,Sedan,223000,2200,Diesel,Automatic,17500,9,24777,high,Mid-capacity
Hyundai,H-1 Truck,2010,Minivan,170093,2500,Diesel,Manual,8200,12,14174,medium,Mid-capacity
Mitsubishi,ASX,2011,Crossover,216500,2000,Petrol,Automatic,8300,11,19681,high,Mid-capacity
Skoda,Superb,2008,Sedan,273926,2000,Diesel,Automatic,8990,14,19566,high,Mid-capacity
Mercedes,E Class,2005,Sedan,360000,3200,Diesel,Automatic,3200,17,21176,high,Mid-capacity
Porsche,Cayenne,2011,Crossover,130000,3000,Diesel,Automatic,31000,11,11818,medium,Mid-capacity
Seat,Ibiza,2011,Universal,185000,1200,Diesel,Manual,4650,11,16818,medium,Low-capacity
Mercedes,E Class,2013,Sedan,189000,2200,Diesel,Manual,16999,9,21000,high,Mid-capacity
Volvo,XC60,2013,Crossover,169000,2400,Diesel,Automatic,17900,9,18777,medium,Mid-capacity
Skoda,Superb,2008,Sedan,272000,2000,Diesel,Automatic,7999,14,19428,high,Mid-capacity
Mercedes,E Class,2013,Sedan,223000,2200,Diesel,Automatic,17500,9,24777,high,Mid-capacity
Hyundai,H-1 Truck,2010,Minivan,170093,2500,Diesel,Manual,8200,12,14174,medium,Mid-capacity
Lexus,IS Series,2008,Sedan,276000,2200,Diesel,Manual,8300,14,19714,high,Mid-capacity
Dacia,Logan,2007,Sedan,250000,1400,Metan/Propan,Manual,2900,15,16666,medium,Low-capacity
Mazda,6,2016,Sedan,88000,2000,Petrol,Automatic,14900,6,14666,medium,Mid-capacity
Renault,Megane,2017,Universal,169000,1500,Diesel,Automatic,11200,5,33800,high,Low-capacity
BMW,X5,2006,SUV,229000,3000,Metan/Propan,Automatic,14200,16,14312,medium,Mid-capacity
Mitsubishi,Pajero,2009,SUV,155000,3000,Metan/Propan,Automatic,12000,13,11923,medium,Mid-capacity
Honda,Accord,2004,Sedan,244791,2354,Metan/Propan,Automatic,5300,18,13599,medium,Mid-capacity
Audi,Allroad,2001,Universal,260000,2500,Diesel,Manual,5600,21,12380,medium,Mid-capacity
Skoda,Fabia,2009,Universal,12800,1400,Diesel,Manual,4600,13,984,low,Low-capacity
Mitsubishi,Outlander,2015,Crossover,168400,2000,Plug-in Hybrid,Automatic,16800,7,24057,high,Mid-capacity
Mercedes,M Class,2003,SUV,220000,2700,Diesel,Automatic,7800,19,11578,medium,Mid-capacity
Toyota,C-HR,2017,Hatchback,101300,1800,Hybrid,Automatic,17800,5,20260,high,Mid-capacity
BMW,5 Series,2009,Sedan,241000,2000,Diesel,Manual,10500,13,18538,medium,Mid-capacity
Land Rover,Discovery Sport,2018,Crossover,15500,1998,Petrol,Automatic,25900,4,3875,low,Mid-capacity
Audi,Q3,2014,Crossover,101600,2499,Diesel,Automatic,26900,8,12700,medium,Mid-capacity
Peugeot,Partner,2003,Minivan,284637,1900,Diesel,Manual,600,19,14980,medium,Mid-capacity
Volkswagen,Touran,2015,Minivan,160000,2000,Diesel,Automatic,11900,7,22857,high,Mid-capacity
Volkswagen,Touran,2010,Universal,175000,1400,Petrol,Automatic,6800,12,14583,medium,Low-capacity
KIA,Optima,2013,Sedan,117000,2400,Hybrid,Automatic,13500,9,13000,medium,Mid-capacity
Honda,Accord,1995,Coupe,390000,2000,Metan/Propan,Manual,3200,27,14444,medium,Mid-capacity
Audi,S3,2015,Sedan,97000,2000,Petrol,Automatic,18900,7,13857,medium,Mid-capacity
Subaru,Legacy,2003,Universal,226000,2000,Petrol,Manual,4300,19,11894,medium,Mid-capacity
Toyota,Auris,2007,Hatchback,245594,1400,Diesel,Manual,5700,15,16372,medium,Low-capacity
Hyundai,Santa FE,2014,SUV,95500,2200,Diesel,Automatic,19000,8,11937,medium,Mid-capacity
Renault,Grand Scenic,2014,Minivan,180000,1500,Diesel,Automatic,8100,8,22500,high,Low-capacity
Skoda,Superb,2017,Sedan,168000,2000,Diesel,Automatic,17950,5,33600,high,Mid-capacity
Renault,Megane,2005,Sedan,220000,1500,Diesel,Manual,3000,17,12941,medium,Low-capacity
Mercedes,E Class,2000,Sedan,230000,4200,Petrol,Automatic,4500,22,10454,medium,Large-capacity
Toyota,Avensis,2006,Universal,276500,2200,Diesel,Manual,6650,16,17281,medium,Mid-capacity
Skoda,Superb,2013,Sedan,280000,1800,Petrol,Manual,10200,9,31111,high,Mid-capacity
Volkswagen,Polo,2011,Hatchback,171600,1200,Diesel,Manual,5200,11,15600,medium,Low-capacity
Mitsubishi,Pajero,2004,SUV,230000,3200,Diesel,Manual,8300,18,12777,medium,Mid-capacity
Skoda,Fabia,2011,Universal,186500,1200,Diesel,Manual,4850,11,16954,medium,Low-capacity
Hyundai,Tucson,2007,Crossover,155000,2000,Metan/Propan,Manual,5300,15,10333,medium,Mid-capacity
Mercedes,Vito,2010,Microvan,182000,2200,Diesel,Manual,8490,12,15166,medium,Mid-capacity
Nissan,Kicks,2018,Crossover,66000,1600,Petrol,Automatic,15300,4,16500,medium,Low-capacity
Volkswagen,Touareg,2010,Crossover,180000,3000,Hybrid,Automatic,14900,12,15000,medium,Mid-capacity
Ford,Focus,2017,Hatchback,44000,1000,Petrol,Automatic,9800,5,8800,low,Microlitre
Toyota,Verso-S,2012,Hatchback,162150,1400,Diesel,Manual,7700,10,16215,medium,Low-capacity
Mitsubishi,Outlander,2016,SUV,127400,2000,Petrol,Automatic,15800,6,21233,high,Mid-capacity
Renault,Clio,2009,Universal,198000,1500,Diesel,Manual,4200,13,15230,medium,Low-capacity
Volkswagen,Bora,2000,Sedan,230000,1600,Petrol,Manual,2999,22,10454,medium,Low-capacity
Lexus,GS Series,2010,Sedan,205000,3000,Petrol,Automatic,9200,12,17083,medium,Mid-capacity
Mitsubishi,Outlander,2011,Crossover,205000,2000,Petrol,Automatic,8950,11,18636,medium,Mid-capacity
BMW,5 Series,2017,Sedan,35974,2000,Petrol,Automatic,27650,5,7194,low,Mid-capacity
Toyota,Corolla Verso,2005,Universal,270000,1800,Petrol,Manual,5100,17,15882,medium,Mid-capacity
Renault,Clio Symbol,2008,Sedan,220000,1400,Petrol,Manual,2650,14,15714,medium,Low-capacity
Nissan,Note,2016,Universal,146000,1461,Diesel,Manual,6200,6,24333,high,Low-capacity
BMW,5 Series,2007,Sedan,300000,2000,Diesel,Automatic,9500,15,20000,high,Mid-capacity
Volkswagen,Jetta,1991,Sedan,300000,1600,Petrol,Manual,600,31,9677,low,Low-capacity
Dacia,Sandero Stepway,2018,Hatchback,70000,999,Petrol,Automatic,7000,4,17500,medium,Microlitre
Mazda,323,1995,Coupe,100000,1600,Petrol,Manual,600,27,3703,low,Low-capacity
Opel,Vectra,2001,Sedan,274500,1800,Metan/Propan,Manual,3400,21,13071,medium,Mid-capacity
Land Rover,Freelander,2007,Crossover,220000,2200,Diesel,Manual,8300,15,14666,medium,Mid-capacity
Mercedes,E Class,2000,Sedan,230000,4200,Petrol,Automatic,4500,22,10454,medium,Large-capacity
Mitsubishi,Pajero,2004,SUV,230000,3200,Diesel,Manual,8300,18,12777,medium,Mid-capacity
Skoda,Fabia,2011,Universal,186500,1200,Diesel,Manual,4850,11,16954,medium,Low-capacity
Hyundai,Tucson,2007,Crossover,155000,2000,Metan/Propan,Manual,5300,15,10333,medium,Mid-capacity
Mercedes,Vito,2010,Microvan,182000,2200,Diesel,Manual,8490,12,15166,medium,Mid-capacity
Dacia,Logan,2016,Universal,140269,1500,Diesel,Manual,8299,6,23378,high,Low-capacity
Mercedes,M Class,2015,SUV,160000,2200,Diesel,Automatic,27400,7,22857,high,Mid-capacity
Skoda,Superb,2017,Sedan,145000,1998,Diesel,Automatic,25500,5,29000,high,Mid-capacity
Audi,TT,2016,Roadster,24000,2000,Petrol,Automatic,21500,6,4000,low,Mid-capacity
Lexus,RX Series,2016,SUV,158800,3500,Hybrid,Automatic,42000,6,26466,high,Large-capacity
Lexus,GS Series,2005,Sedan,143000,3000,Petrol,Automatic,8100,17,8411,low,Mid-capacity
Renault,Kangoo,2012,Minivan,225000,1500,Diesel,Manual,5300,10,22500,high,Low-capacity
Opel,Kadett,1991,Universal,250000,1700,Diesel,Manual,1000,31,8064,low,Low-capacity
Ford,Fusion,2014,Sedan,150000,2000,Hybrid,Automatic,11300,8,18750,medium,Mid-capacity
Renault,Megane,2004,Universal,21259,1461,Diesel,Manual,3600,18,1181,low,Low-capacity
Porsche,Panamera,2014,Coupe,120000,3000,Hybrid,Automatic,24900,8,15000,medium,Mid-capacity
Citroen,C3,2012,Hatchback,186500,1400,Diesel,Manual,6400,10,18650,medium,Low-capacity
Renault,Scenic,2011,Universal,159000,1461,Diesel,Automatic,5100,11,14454,medium,Low-capacity
